Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),ZONE ONE:Zone Thermostat Air Temperature [C](Hourly),DistrictHeating:Facility [J](Hourly) 
 05/25  23:00:00,16.4,23.1002803129809,0.0 
 05/25  24:00:00,15.05,22.6875060348036,0.0 
 05/26  01:00:00,14.1625,22.352534115876,0.0 
 05/26  02:00:00,13.5875,22.0977244686699,0.0 
 05/26  03:00:00,13.025,21.9011184914423,0.0 
 05/26  04:00:00,12.6125,21.6821830906509,0.0 
 05/26  05:00:00,12.6875,20.5894256106532,0.0 
 05/26  06:00:00,13.675,20.4192552680241,0.0 
 05/26  07:00:00,15.825,21.3213979671459,0.0 
 05/26  08:00:00,18.675,22.476441494035,0.0 
 05/26  09:00:00,21.175,23.1594505337914,0.0 
 05/26  10:00:00,23.125,23.9999926536399,0.0 
 05/26  11:00:00,24.55,23.9999999999926,0.0 
 05/26  12:00:00,25.3125,24.,0.0 
 05/26  13:00:00,26.125,24.,0.0 
 05/26  14:00:00,26.875,24.,0.0 
 05/26  15:00:00,27.1,24.,0.0 
 05/26  16:00:00,27.1625,24.,0.0 
 05/26  17:00:00,27.075,23.9999999999999,0.0 
 05/26  18:00:00,26.8125,24.0000000000001,0.0 
 05/26  19:00:00,26.45,24.,0.0 
 05/26  20:00:00,25.2375,24.,0.0 
 05/26  21:00:00,23.0375,24.,0.0 
 05/26  22:00:00,21.2875,23.9943686420592,0.0 
 05/26  23:00:00,20.6125,23.8194084574813,0.0 
 05/26  24:00:00,19.75,23.5822546733227,0.0 
 05/27  01:00:00,18.8625,23.3449212033032,0.0 
 05/27  02:00:00,15.6,23.0276862181934,0.0 
 05/27  03:00:00,15.3625,22.3894967073997,0.0 
 05/27  04:00:00,16.1125,21.4146598037443,0.0 
 05/27  05:00:00,15.8125,20.6298306361253,0.0 
 05/27  06:00:00,16.2625,20.9012146320533,0.0 
 05/27  07:00:00,17.7875,21.34197342597,0.0 
 05/27  08:00:00,19.75,21.9819257345139,0.0 
 05/27  09:00:00,21.8125,23.5489725074195,0.0 
 05/27  10:00:00,23.4125,23.9999999999319,0.0 
 05/27  11:00:00,24.8375,24.,0.0 
 05/27  12:00:00,26.0875,24.,0.0 
 05/27  13:00:00,27.0625,24.,0.0 
 05/27  14:00:00,27.7125,24.,0.0 
 05/27  15:00:00,28.4625,24.,0.0 
 05/27  16:00:00,28.925,24.,0.0 
 05/27  17:00:00,28.6875,24.,0.0 
 05/27  18:00:00,28.1875,24.,0.0 
 05/27  19:00:00,27.6875,24.0000000000001,0.0 
 05/27  20:00:00,26.625,24.,0.0 
 05/27  21:00:00,25.6625,24.,0.0 
 05/27  22:00:00,23.4625,24.,0.0 
 05/27  23:00:00,20.675,23.987997549879,0.0 
 05/27  24:00:00,19.325,23.7368656150201,0.0 
 05/28  01:00:00,18.7875,23.4210566601241,0.0 
 05/28  02:00:00,18.35,23.242038649827,0.0 
 05/28  03:00:00,17.6375,23.0979569997852,0.0 
 05/28  04:00:00,17.1125,22.3182302706418,0.0 
 05/28  05:00:00,16.8125,21.2666613121586,0.0 
 05/28  06:00:00,17.075,20.9005878869625,0.0 
 05/28  07:00:00,17.7375,20.7678057035886,0.0 
 05/28  08:00:00,18.6875,20.7562328985715,0.0 
 05/28  09:00:00,18.6,21.9920172272661,0.0 
 05/28  10:00:00,18.3625,21.5046802065021,0.0 
 05/28  11:00:00,18.9,21.3352907063173,0.0 
 05/28  12:00:00,18.825,21.5836098122374,0.0 
 05/28  13:00:00,18.0375,22.6226808087654,0.0 
 05/28  14:00:00,17.1375,23.2389751258377,0.0 
 05/28  15:00:00,16.675,23.9810998131183,0.0 
 05/28  16:00:00,16.475,23.99314358171,0.0 
 05/28  17:00:00,15.8375,23.8325437866123,0.0 
 05/28  18:00:00,15.25,23.1485023516823,0.0 
 05/28  19:00:00,14.975,22.7990332464141,0.0 
 05/28  20:00:00,14.525,22.7884892820387,0.0 
 05/28  21:00:00,13.925,22.4871936608739,0.0 
 05/28  22:00:00,13.3875,22.242393558637,0.0 
 05/28  23:00:00,13.075,22.1022902397338,0.0 
 05/28  24:00:00,12.8125,22.0109611485564,0.0 
 05/29  01:00:00,12.2625,21.8699787309124,0.0 
 05/29  02:00:00,11.8125,21.1392395642992,0.0 
 05/29  03:00:00,11.575,20.5363579659895,18231.5923184208 
 05/29  04:00:00,11.25,20.0000001930423,346194.128161373 
 05/29  05:00:00,10.975,20.,482820.290699735 
 05/29  06:00:00,10.65,20.,543121.449313862 
 05/29  07:00:00,10.3125,20.,404000.630282268 
 05/29  08:00:00,10.45,20.,146497.74709275 
 05/29  09:00:00,10.6625,20.6110526119601,0.0 
 05/29  10:00:00,11.0125,21.3216993067301,0.0 
 05/29  11:00:00,11.95,22.2363669197761,0.0 
 05/29  12:00:00,13.15,23.4817608691491,0.0 
 05/29  13:00:00,14.1,23.9776979287748,0.0 
 05/29  14:00:00,15.65,23.9999999998413,0.0 
 05/29  15:00:00,16.8375,24.,0.0 
 05/29  16:00:00,17.225,24.,0.0 
 05/29  17:00:00,17.4875,24.,0.0 
 05/29  18:00:00,17.35,24.,0.0 
 05/29  19:00:00,17.325,23.8680041279332,0.0 
 05/29  20:00:00,16.5875,22.8812117096135,0.0 
 05/29  21:00:00,14.5375,21.7167335876253,0.0 
 05/29  22:00:00,12.4125,21.3911927171893,0.0 
 05/29  23:00:00,10.95,20.9035131071272,0.0 
 05/29  24:00:00,9.9375,21.1073252964302,0.0 
 05/30  01:00:00,8.9125,20.9465141877764,0.0 
 05/30  02:00:00,7.8125,20.5178500643209,2828.48125687332 
 05/30  03:00:00,6.525,20.0000000297853,378165.490135527 
 05/30  04:00:00,5.625,20.,842049.018748667 
 05/30  05:00:00,5.4,20.0000000000001,1416079.37795061 
 05/30  06:00:00,6.0875,20.,813712.874033573 
 05/30  07:00:00,8.3125,20.1672886217083,49007.0984625843 
 05/30  08:00:00,10.8375,21.2269992546651,0.0 
 05/30  09:00:00,12.95,23.209980812966,0.0 
 05/30  10:00:00,14.8875,23.9999868636339,0.0 
 05/30  11:00:00,16.725,23.9999999999483,0.0 
 05/30  12:00:00,18.025,24.,0.0 
 05/30  13:00:00,19.025,24.,0.0 
 05/30  14:00:00,19.9,24.,0.0 
 05/30  15:00:00,20.45,24.,0.0 
 05/30  16:00:00,20.5375,24.,0.0 
 05/30  17:00:00,20.375,24.,0.0 
 05/30  18:00:00,19.675,23.9911334474504,0.0 
 05/30  19:00:00,19.1125,23.9999999457601,0.0 
 05/30  20:00:00,18.6875,23.25214853611,0.0 
 05/30  21:00:00,17.25,23.4333781067747,0.0 
 05/30  22:00:00,14.625,22.3209704354826,0.0 
 05/30  23:00:00,13.0625,21.5266781170506,0.0 
 05/30  24:00:00,11.8625,20.4562978019117,0.0 
 05/31  01:00:00,10.6125,20.9470006285884,0.0 
 05/31  02:00:00,9.575,20.9618516445253,0.0 
 05/31  03:00:00,8.8875,20.4254102914693,0.0 
 05/31  04:00:00,8.325,20.0000124916504,188902.904891961 
 05/31  05:00:00,8.225,20.0000000000001,989739.891140328 
 05/31  06:00:00,8.8,20.,443022.45950407 
 05/31  07:00:00,11.4125,20.3295085783764,0.0 
 05/31  08:00:00,14.175,20.7821164084989,0.0 
 05/31  09:00:00,15.9375,22.7856614908389,0.0 
 05/31  10:00:00,16.9375,23.9695824987179,0.0 
 05/31  11:00:00,17.0125,23.9130936170544,0.0 
 05/31  12:00:00,17.0875,23.7117413691806,0.0 
 05/31  13:00:00,17.8875,23.9717354441666,0.0 
 05/31  14:00:00,19.3625,23.9999994097531,0.0 
 05/31  15:00:00,20.0625,23.9999999999994,0.0 
 05/31  16:00:00,20.475,24.,0.0 
 05/31  17:00:00,20.45,24.,0.0 
 05/31  18:00:00,20.3625,24.,0.0 
 05/31  19:00:00,19.65,24.,0.0 
 05/31  20:00:00,18.5125,24.,0.0 
 05/31  21:00:00,17.35,23.8972602746201,0.0 
 05/31  22:00:00,16.275,23.3272889594405,0.0 
 05/31  23:00:00,15.4,22.8765719836,0.0 
 05/31  24:00:00,14.85,22.5514663170281,0.0 
 06/01  01:00:00,14.575,22.3806555055837,0.0 
 06/01  02:00:00,14.4375,22.547997011057,0.0 
 06/01  03:00:00,14.3375,22.1544205204124,0.0 
 06/01  04:00:00,14.175,21.3889270062359,0.0 
 06/01  05:00:00,13.975,21.1808021546325,0.0 
 06/01  06:00:00,13.775,21.5601972657194,0.0 
 06/01  07:00:00,15.8875,22.5683790702638,0.0 
 06/01  08:00:00,18.2,23.8268422789062,0.0 
 06/01  09:00:00,19.8625,23.9998941501569,0.0 
 06/01  10:00:00,21.8125,23.9999999988204,0.0 
 06/01  11:00:00,23.7875,23.9999999999998,0.0 
 06/01  12:00:00,25.6875,24.,0.0 
 06/01  13:00:00,26.9,24.,0.0 
 06/01  14:00:00,27.3875,24.,0.0 
 06/01  15:00:00,27.875,24.,0.0 
 06/01  16:00:00,28.2875,24.0000000000001,0.0 
 06/01  17:00:00,28.4625,24.,0.0 
 06/01  18:00:00,28.4375,24.,0.0 
 06/01  19:00:00,27.5875,24.0000000000001,0.0 
 06/01  20:00:00,26.475,24.,0.0 
 06/01  21:00:00,23.975,24.,0.0 
 06/01  22:00:00,21.2,24.,0.0 
 06/01  23:00:00,19.3625,24.,0.0 
 06/01  24:00:00,18.175,24.,0.0 
 06/02  01:00:00,17.675,23.9991018513844,0.0 
 06/02  02:00:00,16.6625,23.9250398216017,0.0 
 06/02  03:00:00,15.7875,23.5388864078744,0.0 
 06/02  04:00:00,15.6,22.5876543430625,0.0 
 06/02  05:00:00,15.1,21.7414125866989,0.0 
 06/02  06:00:00,16.2375,22.080055521402,0.0 
 06/02  07:00:00,19.2875,23.257533514908,0.0 
 06/02  08:00:00,22.475,23.9998809350176,0.0 
 06/02  09:00:00,25.0375,23.9999999988577,0.0 
 06/02  10:00:00,26.65,23.9999999999998,0.0 
 06/02  11:00:00,27.6,24.,0.0 
 06/02  12:00:00,28.4,24.0000000000001,0.0 
 06/02  13:00:00,29.0125,24.,0.0 
 06/02  14:00:00,29.2625,24.,0.0 
 06/02  15:00:00,29.3,24.,0.0 
 06/02  16:00:00,29.3625,24.0000000000001,0.0 
 06/02  17:00:00,29.2125,24.0000000000001,0.0 
 06/02  18:00:00,28.4125,24.,0.0 
 06/02  19:00:00,26.9375,24.,0.0 
 06/02  20:00:00,25.425,24.,0.0 
 06/02  21:00:00,23.65,24.,0.0 
 06/02  22:00:00,21.8375,24.,0.0 
 06/02  23:00:00,20.575,24.,0.0 
 06/02  24:00:00,19.575,24.,0.0 
 06/03  01:00:00,18.2,24.,0.0 
 06/03  02:00:00,17.225,24.,0.0 
 06/03  03:00:00,16.625,23.4288166273938,0.0 
 06/03  04:00:00,16.0875,22.4199800605826,0.0 
 06/03  05:00:00,16.025,21.9469278155376,0.0 
 06/03  06:00:00,16.85,22.3003364653977,0.0 
 06/03  07:00:00,19.1125,23.0426097789955,0.0 
 06/03  08:00:00,21.825,23.6587389337152,0.0 
 06/03  09:00:00,24.3,23.9999971254202,0.0 
 06/03  10:00:00,26.6375,23.9999999998985,0.0 
 06/03  11:00:00,28.25,24.,0.0 
 06/03  12:00:00,29.2625,24.,0.0 
 06/03  13:00:00,29.7875,24.,0.0 
 06/03  14:00:00,30.4625,24.,0.0 
 06/03  15:00:00,30.8625,24.0000000000001,0.0 
 06/03  16:00:00,30.9625,24.0000000000001,0.0 
 06/03  17:00:00,30.5,24.,0.0 
 06/03  18:00:00,29.7,24.0000000000001,0.0 
 06/03  19:00:00,28.7125,24.,0.0 
 06/03  20:00:00,28.1125,24.0000000000001,0.0 
 06/03  21:00:00,26.25,24.,0.0 
 06/03  22:00:00,24.2,24.,0.0 
 06/03  23:00:00,23.5375,24.,0.0 
 06/03  24:00:00,23.125,24.,0.0 
 06/04  01:00:00,21.9625,24.,0.0 
 06/04  02:00:00,20.775,24.,0.0 
 06/04  03:00:00,19.3375,23.9628759678905,0.0 
 06/04  04:00:00,18.075,23.4617272690471,0.0 
 06/04  05:00:00,17.7625,22.6565772905798,0.0 
 06/04  06:00:00,18.3625,22.8446603115676,0.0 
 06/04  07:00:00,20.075,23.6852136163729,0.0 
 06/04  08:00:00,22.15,23.9917289753778,0.0 
 06/04  09:00:00,23.65,23.9999999314465,0.0 
 06/04  10:00:00,25.4125,23.9999999999974,0.0 
 06/04  11:00:00,27.0125,24.,0.0 
 06/04  12:00:00,28.6875,24.,0.0 
 06/04  13:00:00,29.8375,24.,0.0 
 06/04  14:00:00,30.475,24.0000000000001,0.0 
 06/04  15:00:00,30.8875,23.9999999999999,0.0 
 06/04  16:00:00,31.,24.,0.0 
 06/04  17:00:00,30.75,24.,0.0 
 06/04  18:00:00,29.6625,24.,0.0 
 06/04  19:00:00,28.4125,24.0000000000001,0.0 
 06/04  20:00:00,26.8125,24.0000000000001,0.0 
 06/04  21:00:00,24.725,24.,0.0 
 06/04  22:00:00,23.15,24.,0.0 
 06/04  23:00:00,21.95,24.,0.0 
 06/04  24:00:00,20.75,24.,0.0 
 06/05  01:00:00,19.2375,23.8827190682824,0.0 
 06/05  02:00:00,18.5375,23.6200113490678,0.0 
 06/05  03:00:00,17.9375,23.4598440705445,0.0 
 06/05  04:00:00,17.35,23.2929610851026,0.0 
 06/05  05:00:00,16.95,23.186513275114,0.0 
 06/05  06:00:00,17.8625,23.5113275151967,0.0 
 06/05  07:00:00,19.5,23.9995973267442,0.0 
 06/05  08:00:00,21.225,23.9999999999604,0.0 
 06/05  09:00:00,23.025,24.,0.0 
 06/05  10:00:00,24.825,24.,0.0 
 06/05  11:00:00,26.6875,24.0000000000001,0.0 
 06/05  12:00:00,28.275,24.0000000000001,0.0 
 06/05  13:00:00,29.425,24.0000000000001,0.0 
 06/05  14:00:00,30.2375,24.,0.0 
 06/05  15:00:00,31.,24.,0.0 
 06/05  16:00:00,31.7375,24.,0.0 
 06/05  17:00:00,31.375,24.,0.0 
 06/05  18:00:00,29.125,24.0000000000001,0.0 
 06/05  19:00:00,27.0625,24.,0.0 
 06/05  20:00:00,25.125,24.,0.0 
 06/05  21:00:00,22.925,24.,0.0 
 06/05  22:00:00,20.975,24.,0.0 
 06/05  23:00:00,19.425,23.9639950603772,0.0 
 06/05  24:00:00,18.4625,23.4821800868651,0.0 
 06/06  01:00:00,17.6375,23.7031334859962,0.0 
 06/06  02:00:00,16.55,23.7999568973543,0.0 
 06/06  03:00:00,16.0375,23.6046153407884,0.0 
 06/06  04:00:00,15.9375,22.6268912513254,0.0 
 06/06  05:00:00,15.8375,22.1112269320776,0.0 
 06/06  06:00:00,16.05,22.1356874168758,0.0 
 06/06  07:00:00,16.7625,22.5189309192788,0.0 
 06/06  08:00:00,19.1625,23.6408773699996,0.0 
 06/06  09:00:00,21.9,23.9999998362632,0.0 
 06/06  10:00:00,23.3,23.9999999999894,0.0 
 06/06  11:00:00,24.1625,24.,0.0 
 06/06  12:00:00,25.,24.,0.0 
 06/06  13:00:00,25.675,23.9999999999999,0.0 
 06/06  14:00:00,26.275,24.,0.0 
 06/06  15:00:00,26.1875,24.0000000000001,0.0 
 06/06  16:00:00,25.8125,24.0000000000001,0.0 
 06/06  17:00:00,25.0125,24.,0.0 
 06/06  18:00:00,24.1625,24.,0.0 
 06/06  19:00:00,23.0875,24.,0.0 
 06/06  20:00:00,21.7875,24.,0.0 
 06/06  21:00:00,20.1125,24.,0.0 
 06/06  22:00:00,18.4,24.,0.0 
 06/06  23:00:00,17.425,23.887282399202,0.0 
 06/06  24:00:00,16.5125,23.3519891250755,0.0 
 06/07  01:00:00,15.9125,23.7068232825379,0.0 
 06/07  02:00:00,15.7375,23.9150541263821,0.0 
 06/07  03:00:00,15.7,23.9999975010959,0.0 
 06/07  04:00:00,15.575,23.0881944180175,0.0 
 06/07  05:00:00,15.6875,22.3807308002955,0.0 
 06/07  06:00:00,16.05,22.2269067612636,0.0 
 06/07  07:00:00,16.7625,22.3354296066767,0.0 
 06/07  08:00:00,17.1,22.7255795993115,0.0 
 06/07  09:00:00,18.2875,23.671139395552,0.0 
 06/07  10:00:00,19.0625,23.9999999375576,0.0 
 06/07  11:00:00,18.7875,23.8662037766062,0.0 
 06/07  12:00:00,19.35,23.9922373172409,0.0 
 06/07  13:00:00,19.9875,23.9999999910618,0.0 
 06/07  14:00:00,20.85,23.9999999999997,0.0 
 06/07  15:00:00,21.3,24.,0.0 
 06/07  16:00:00,20.9875,24.0000000000001,0.0 
 06/07  17:00:00,20.8,24.,0.0 
 06/07  18:00:00,20.1125,24.,0.0 
 06/07  19:00:00,19.95,24.,0.0 
 06/07  20:00:00,20.0375,24.,0.0 
 06/07  21:00:00,19.6875,24.,0.0 
 06/07  22:00:00,18.625,24.,0.0 
 06/07  23:00:00,17.35,24.,0.0 
 06/07  24:00:00,16.4,24.,0.0 
 06/08  01:00:00,15.7875,24.,0.0 
 06/08  02:00:00,15.35,24.,0.0 
 06/08  03:00:00,14.575,24.,0.0 
 06/08  04:00:00,13.825,22.8190692960186,0.0 
 06/08  05:00:00,13.0375,22.0159777218315,0.0 
 06/08  06:00:00,13.1375,21.8250467548943,0.0 
 06/08  07:00:00,14.2125,22.5987700238115,0.0 
 06/08  08:00:00,15.7625,23.705134193851,0.0 
 06/08  09:00:00,17.3375,23.9644685727131,0.0 
 06/08  10:00:00,18.275,23.9999997335189,0.0 
 06/08  11:00:00,18.,23.9999999999991,0.0 
 06/08  12:00:00,18.7625,24.,0.0 
 06/08  13:00:00,19.025,24.,0.0 
 06/08  14:00:00,18.925,24.,0.0 
 06/08  15:00:00,19.1875,23.9999999999999,0.0 
 06/08  16:00:00,20.05,24.,0.0 
 06/08  17:00:00,20.4375,24.,0.0 
 06/08  18:00:00,19.525,24.,0.0 
 06/08  19:00:00,18.25,24.,0.0 
 06/08  20:00:00,16.925,24.,0.0 
 06/08  21:00:00,15.525,24.,0.0 
 06/08  22:00:00,14.,23.9784700043796,0.0 
 06/08  23:00:00,12.65,23.7012275869955,0.0 
 06/08  24:00:00,11.825,23.384521862428,0.0 
 06/09  01:00:00,11.725,23.1601930563612,0.0 
 06/09  02:00:00,12.1125,23.0924383163458,0.0 
 06/09  03:00:00,12.6125,22.9330549564434,0.0 
 06/09  04:00:00,12.8625,22.2200355204958,0.0 
 06/09  05:00:00,12.9,21.4957441097072,0.0 
 06/09  06:00:00,12.9,21.4320151517883,0.0 
 06/09  07:00:00,13.15,21.6952927575744,0.0 
 06/09  08:00:00,13.425,21.7595302858941,0.0 
 06/09  09:00:00,13.6875,21.8045136893493,0.0 
 06/09  10:00:00,13.675,23.2480438926758,0.0 
 06/09  11:00:00,13.7875,23.8342917662223,0.0 
 06/09  12:00:00,15.025,23.7296262626227,0.0 
 06/09  13:00:00,16.7,23.99985268362,0.0 
 06/09  14:00:00,17.425,23.9999999998473,0.0 
 06/09  15:00:00,17.8125,24.,0.0 
 06/09  16:00:00,17.5,24.,0.0 
 06/09  17:00:00,16.825,24.,0.0 
 06/09  18:00:00,16.35,24.,0.0 
 06/09  19:00:00,15.7,24.,0.0 
 06/09  20:00:00,14.8375,24.,0.0 
 06/09  21:00:00,14.25,24.,0.0 
 06/09  22:00:00,13.725,23.9071623106123,0.0 
 06/09  23:00:00,13.25,23.667334301903,0.0 
 06/09  24:00:00,13.475,23.5476341160514,0.0 
 06/10  01:00:00,13.3875,23.5691007851436,0.0 
 06/10  02:00:00,13.1375,23.5791270508511,0.0 
 06/10  03:00:00,12.7875,23.5524100547676,0.0 
 06/10  04:00:00,12.225,22.8734870413229,0.0 
 06/10  05:00:00,12.25,21.8415120505104,0.0 
 06/10  06:00:00,11.9625,21.4314613194669,0.0 
 06/10  07:00:00,11.7625,21.1438992381047,0.0 
 06/10  08:00:00,12.3,20.9227633688929,0.0 
 06/10  09:00:00,12.975,21.4159016070803,0.0 
 06/10  10:00:00,13.6375,22.6463903534401,0.0 
 06/10  11:00:00,14.3375,23.9488926541766,0.0 
 06/10  12:00:00,14.6,23.999999992929,0.0 
 06/10  13:00:00,15.5375,24.,0.0 
 06/10  14:00:00,15.7875,24.,0.0 
 06/10  15:00:00,16.0375,24.,0.0 
 06/10  16:00:00,16.3,24.,0.0 
 06/10  17:00:00,16.175,24.,0.0 
 06/10  18:00:00,15.975,24.,0.0 
 06/10  19:00:00,15.5875,24.,0.0 
 06/10  20:00:00,14.65,24.,0.0 
 06/10  21:00:00,13.1375,23.985073591031,0.0 
 06/10  22:00:00,11.6875,23.6827463896065,0.0 
 06/10  23:00:00,10.8875,23.2521022965791,0.0 
 06/10  24:00:00,10.3875,22.9428631852406,0.0 
 06/11  01:00:00,9.575,22.7100675529923,0.0 
 06/11  02:00:00,8.7625,22.5001465441664,0.0 
 06/11  03:00:00,8.1875,22.0688235170351,0.0 
 06/11  04:00:00,7.875,20.7331281337925,0.0 
 06/11  05:00:00,8.2375,20.3134128829479,0.0 
 06/11  06:00:00,9.8125,20.3046243527525,0.0 
 06/11  07:00:00,11.6625,20.7149896956303,0.0 
 06/11  08:00:00,13.4875,21.4615344473608,0.0 
 06/11  09:00:00,15.075,22.4807816612136,0.0 
 06/11  10:00:00,16.35,23.5382660827992,0.0 
 06/11  11:00:00,17.55,23.9874239470435,0.0 
 06/11  12:00:00,19.,23.9902931605671,0.0 
 06/11  13:00:00,19.7875,23.9999999996211,0.0 
 06/11  14:00:00,20.275,24.,0.0 
 06/11  15:00:00,18.625,24.,0.0 
 06/11  16:00:00,17.0625,24.,0.0 
 06/11  17:00:00,15.9875,23.973954449471,0.0 
 06/11  18:00:00,15.375,23.6849927389074,0.0 
 06/11  19:00:00,15.3,23.401192765646,0.0 
 06/11  20:00:00,15.3625,23.6013614824732,0.0 
 06/11  21:00:00,15.4,23.7699812869282,0.0 
 06/11  22:00:00,15.65,23.8285433608571,0.0 
 06/11  23:00:00,15.7375,23.9061272196851,0.0 
 06/11  24:00:00,15.575,23.9975540437759,0.0 
 06/12  01:00:00,15.125,23.4156753872838,0.0 
 06/12  02:00:00,14.65,23.1022987787228,0.0 
 06/12  03:00:00,14.125,22.8070327865514,0.0 
 06/12  04:00:00,13.775,21.8648629642886,0.0 
 06/12  05:00:00,13.3875,21.575423428989,0.0 
 06/12  06:00:00,13.075,21.5876950039516,0.0 
 06/12  07:00:00,13.25,22.1278795495359,0.0 
 06/12  08:00:00,13.8375,22.8969783905716,0.0 
 06/12  09:00:00,14.5375,23.6521233046616,0.0 
 06/12  10:00:00,16.05,23.999928457381,0.0 
 06/12  11:00:00,17.3,23.9999999996065,0.0 
 06/12  12:00:00,17.725,23.9999999999999,0.0 
 06/12  13:00:00,17.925,24.,0.0 
 06/12  14:00:00,16.5625,24.,0.0 
 06/12  15:00:00,15.8875,24.,0.0 
 06/12  16:00:00,15.,24.,0.0 
 06/12  17:00:00,15.5875,24.,0.0 
 06/12  18:00:00,14.8,23.9704027740991,0.0 
 06/12  19:00:00,14.4625,23.9962813517062,0.0 
 06/12  20:00:00,14.1125,23.8130691927659,0.0 
 06/12  21:00:00,13.325,22.8844415631592,0.0 
 06/12  22:00:00,12.6,23.0382998935819,0.0 
 06/12  23:00:00,12.05,22.4684277677064,0.0 
 06/12  24:00:00,11.9,22.0499588580744,0.0 
 06/13  01:00:00,11.9625,22.4564457484112,0.0 
 06/13  02:00:00,11.4375,22.0941180279845,0.0 
 06/13  03:00:00,10.5375,21.7786625748057,0.0 
 06/13  04:00:00,10.325,21.0932017625139,0.0 
 06/13  05:00:00,10.775,20.7272047790487,0.0 
 06/13  06:00:00,10.9375,20.6536630584303,0.0 
 06/13  07:00:00,11.3375,20.7160468625559,0.0 
 06/13  08:00:00,11.2875,21.0192162845111,0.0 
 06/13  09:00:00,11.1,21.7702276216125,0.0 
 06/13  10:00:00,11.5375,22.7592481719683,0.0 
 06/13  11:00:00,11.9875,23.5141263368858,0.0 
 06/13  12:00:00,12.4125,23.5963684401299,0.0 
 06/13  13:00:00,12.4125,23.9211363704016,0.0 
 06/13  14:00:00,12.1125,23.6066002814739,0.0 
 06/13  15:00:00,12.,23.7260640481873,0.0 
 06/13  16:00:00,12.125,23.9997964631362,0.0 
 06/13  17:00:00,11.825,23.9999999998743,0.0 
 06/13  18:00:00,11.7875,24.,0.0 
 06/13  19:00:00,11.525,24.,0.0 
 06/13  20:00:00,10.9875,23.1569704560857,0.0 
 06/13  21:00:00,10.55,22.0970871847495,0.0 
 06/13  22:00:00,10.3375,22.2839054996647,0.0 
 06/13  23:00:00,10.1125,22.2095898313679,0.0 
 06/13  24:00:00,9.8125,21.8009305518764,0.0 
 06/14  01:00:00,9.2625,22.236105754344,0.0 
 06/14  02:00:00,8.5,22.3367581825912,0.0 
 06/14  03:00:00,7.325,21.6191311724623,0.0 
 06/14  04:00:00,6.175,20.5247939262994,0.0 
 06/14  05:00:00,5.8625,20.0479376168371,4309.51806208963 
 06/14  06:00:00,6.525,20.2774408003165,0.0 
 06/14  07:00:00,8.275,20.746521199326,0.0 
 06/14  08:00:00,10.5375,21.495729306811,0.0 
 06/14  09:00:00,11.65,22.902413085528,0.0 
 06/14  10:00:00,12.425,23.9999919238649,0.0 
 06/14  11:00:00,13.2375,23.9999999999651,0.0 
 06/14  12:00:00,14.625,24.,0.0 
 06/14  13:00:00,14.8,24.,0.0 
 06/14  14:00:00,14.3125,24.,0.0 
 06/14  15:00:00,14.45,24.,0.0 
 06/14  16:00:00,14.975,24.,0.0 
 06/14  17:00:00,13.6375,23.9999999999999,0.0 
 06/14  18:00:00,13.2625,24.,0.0 
 06/14  19:00:00,13.1,24.,0.0 
 06/14  20:00:00,11.9875,24.,0.0 
 06/14  21:00:00,10.9375,23.8392804820803,0.0 
 06/14  22:00:00,10.225,23.3840776758468,0.0 
 06/14  23:00:00,9.5625,23.0344921878073,0.0 
 06/14  24:00:00,9.3,22.7570008728655,0.0 
 06/15  01:00:00,9.1125,22.5652384105095,0.0 
 06/15  02:00:00,8.5625,22.4288768521102,0.0 
 06/15  03:00:00,7.675,21.6398815759788,0.0 
 06/15  04:00:00,7.7375,20.6271814795961,0.0 
 06/15  05:00:00,8.4375,20.3275165270965,0.0 
 06/15  06:00:00,8.95,20.270377814391,0.0 
 06/15  07:00:00,9.6,20.2993235820092,0.0 
 06/15  08:00:00,10.4,21.0667787189962,0.0 
 06/15  09:00:00,12.2,22.5583571232291,0.0 
 06/15  10:00:00,13.6625,23.9234940741892,0.0 
 06/15  11:00:00,14.625,23.9999999999945,0.0 
 06/15  12:00:00,15.3125,24.,0.0 
 06/15  13:00:00,15.5,24.,0.0 
 06/15  14:00:00,15.5625,24.,0.0 
 06/15  15:00:00,15.475,24.,0.0 
 06/15  16:00:00,14.9625,24.,0.0 
 06/15  17:00:00,14.2,24.,0.0 
 06/15  18:00:00,14.15,24.,0.0 
 06/15  19:00:00,13.675,24.,0.0 
 06/15  20:00:00,12.7375,24.,0.0 
 06/15  21:00:00,11.15,23.9267111843925,0.0 
 06/15  22:00:00,9.525,23.3722334065703,0.0 
 06/15  23:00:00,8.5625,22.8422583367766,0.0 
 06/15  24:00:00,7.675,22.4386166703587,0.0 
 06/16  01:00:00,7.675,22.1687736581979,0.0 
 06/16  02:00:00,7.8375,22.0923030115034,0.0 
 06/16  03:00:00,7.8625,21.8237588749243,0.0 
 06/16  04:00:00,7.525,20.6253285223516,0.0 
 06/16  05:00:00,7.8625,20.2797595717537,0.0 
 06/16  06:00:00,8.5125,20.3090101823162,0.0 
 06/16  07:00:00,9.1375,20.6589684335715,0.0 
 06/16  08:00:00,10.15,21.3129978161834,0.0 
 06/16  09:00:00,11.475,22.2045710861789,0.0 
 06/16  10:00:00,12.375,22.6247140540628,0.0 
 06/16  11:00:00,12.9125,22.8288588312822,0.0 
