Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),ZONE ONE:Zone Thermostat Air Temperature [C](Hourly),DistrictHeating:Facility [J](Hourly) 
 01/20  08:00:00,0.3625,19.9999999999999,3465379.02090734 
 01/20  09:00:00,0.525,19.9999999999998,3313685.92090906 
 01/20  10:00:00,0.725,20.,2999517.2821082 
 01/20  11:00:00,0.8625,20.0000000000001,3313095.75964459 
 01/20  12:00:00,1.0875,20.0000000000002,2917676.84371253 
 01/20  13:00:00,1.45,20.0000000000001,2204989.38620455 
 01/20  14:00:00,1.7875,20.,1516547.95547802 
 01/20  15:00:00,1.8375,20.,678484.053597792 
 01/20  16:00:00,1.425,20.,1781647.05340157 
 01/20  17:00:00,1.2625,20.,2354107.38243747 
 01/20  18:00:00,0.8625,20.0000000000001,2191821.93836563 
 01/20  19:00:00,0.6625,20.,1952385.22838393 
 01/20  20:00:00,0.7625,20.,1644916.08727649 
 01/20  21:00:00,0.8,20.0000000000001,1610857.45941028 
 01/20  22:00:00,0.8625,20.0000000000001,1581900.60412627 
 01/20  23:00:00,0.4625,20.0000000000001,1602854.68717693 
 01/20  24:00:00,0.2,20.0000000000001,1660002.23005885 
 01/21  01:00:00,0.1375,20.,1689701.07715307 
 01/21  02:00:00,3.750000000000000E-02,20.,1698000.30813407 
 01/21  03:00:00,-0.5,20.,2078078.52354236 
 01/21  04:00:00,-0.925,20.,3244744.1992219 
 01/21  05:00:00,-1.3125,20.,3401120.2681573 
 01/21  06:00:00,-1.75,20.,3565830.50083079 
 01/21  07:00:00,-2.0875,20.,3717511.58110769 
 01/21  08:00:00,-2.8875,20.0000000000001,4183883.82314666 
 01/21  09:00:00,-3.3,20.,4234101.42289379 
 01/21  10:00:00,-3.1125,20.0000000000001,3137792.62757524 
 01/21  11:00:00,-2.0625,20.0000000000001,2193061.10396326 
 01/21  12:00:00,-1.125,20.0000000000001,1771337.67089337 
 01/21  13:00:00,-0.525,20.0000000000001,1876239.4086131 
 01/21  14:00:00,-0.1125,20.0000000000001,1092671.86659566 
 01/21  15:00:00,0.0,20.,831904.730976921 
 01/21  16:00:00,6.250000000000000E-02,20.0000000000001,1520739.31068762 
 01/21  17:00:00,-0.4,20.0000000000002,2239912.48059348 
 01/21  18:00:00,-0.6375,20.0000000000001,2544799.1480265 
 01/21  19:00:00,-0.725,20.0000000000001,2633485.92976512 
 01/21  20:00:00,-0.3625,20.0000000000002,2644864.74490335 
 01/21  21:00:00,-0.725,20.,1934537.14404436 
 01/21  22:00:00,-0.975,19.9999999999999,1909380.75992176 
 01/21  23:00:00,-1.025,20.,1920130.77165241 
 01/21  24:00:00,-1.225,20.,1954634.46000488 
 01/22  01:00:00,-1.8,20.0000000000001,2001819.77974938 
 01/22  02:00:00,-2.475,20.0000000000001,2144258.20926967 
 01/22  03:00:00,-2.8875,20.,2285781.94239622 
 01/22  04:00:00,-2.875,20.,2671936.14876905 
 01/22  05:00:00,-2.675,20.0000000000001,3549914.69722927 
 01/22  06:00:00,-2.7875,20.,3773894.73972807 
 01/22  07:00:00,-2.775,20.,4298175.94574971 
 01/22  08:00:00,-2.7,19.9999999999999,4480113.66197543 
 01/22  09:00:00,-2.6375,20.0000000000002,3729162.02060253 
 01/22  10:00:00,-2.35,20.,3849845.31294416 
 01/22  11:00:00,-2.1375,20.,3289530.12691985 
 01/22  12:00:00,-1.9125,20.,3079098.8995392 
 01/22  13:00:00,-1.8,20.,2998630.3093072 
 01/22  14:00:00,-1.6125,20.,1115173.90853563 
 01/22  15:00:00,-1.5,20.,505111.781911758 
 01/22  16:00:00,-1.8125,20.,1497368.17255387 
 01/22  17:00:00,-2.0625,20.,2090288.8788533 
 01/22  18:00:00,-2.225,20.,2661895.05323631 
 01/22  19:00:00,-2.8,20.0000000000001,2485805.03676613 
 01/22  20:00:00,-3.1,20.0000000000001,2220994.96186326 
 01/22  21:00:00,-3.0375,20.,2215683.28096954 
 01/22  22:00:00,-3.25,20.,2218601.90964835 
 01/22  23:00:00,-3.5875,20.,2257131.84817522 
 01/22  24:00:00,-3.825,20.0000000000001,2298560.15777824 
 01/23  01:00:00,-3.9625,20.0000000000001,2328916.55998284 
 01/23  02:00:00,-4.,20.,2502774.64899423 
 01/23  03:00:00,-4.125,20.,3394923.35139082 
 01/23  04:00:00,-4.325,20.,3858061.35226987 
 01/23  05:00:00,-4.4625,20.0000000000002,3945979.70391444 
 01/23  06:00:00,-4.625,19.9999999999999,4003456.42717958 
 01/23  07:00:00,-4.7,20.0000000000001,3999415.46564472 
 01/23  08:00:00,-4.7,20.,3936807.53307814 
 01/23  09:00:00,-4.575,19.9999999999999,3887024.55458723 
 01/23  10:00:00,-4.4375,20.0000000000003,3769956.47955146 
 01/23  11:00:00,-4.4625,20.0000000000001,4132084.47226454 
 01/23  12:00:00,-4.5,20.,3062322.57165011 
 01/23  13:00:00,-4.4375,19.9999999999999,3143381.98832325 
 01/23  14:00:00,-4.525,20.0000000000001,3412128.20823175 
 01/23  15:00:00,-4.6625,19.9999999999999,3464805.19142276 
 01/23  16:00:00,-4.7,20.,3248381.7816599 
 01/23  17:00:00,-4.7625,20.,3403108.71608145 
 01/23  18:00:00,-4.8,20.0000000000001,3299023.71857717 
 01/23  19:00:00,-4.8,20.,3148027.5430156 
 01/23  20:00:00,-4.675,20.,2456796.44412486 
 01/23  21:00:00,-4.5375,20.0000000000001,2557879.82258902 
 01/23  22:00:00,-4.375,20.0000000000001,3210708.40419751 
 01/23  23:00:00,-4.2375,19.9999999999999,3260586.41618785 
 01/23  24:00:00,-3.95,20.,3220805.2882289 
 01/24  01:00:00,-3.425,20.0000000000001,2655992.66217305 
 01/24  02:00:00,-3.075,20.,2891806.18940312 
 01/24  03:00:00,-2.625,20.,2830886.29225791 
 01/24  04:00:00,-1.9625,20.,2732353.92951389 
 01/24  05:00:00,-1.1375,20.,2626323.64464561 
 01/24  06:00:00,-0.425,20.,3203675.52152563 
 01/24  07:00:00,-0.325,20.,3174369.31690042 
 01/24  08:00:00,-0.15,19.9999999999999,3157795.70855621 
 01/24  09:00:00,6.250000000000000E-02,20.,2438377.85437904 
 01/24  10:00:00,0.225,20.,2264976.3343672 
 01/24  11:00:00,0.6125,20.,1900101.04684172 
 01/24  12:00:00,0.8625,20.,1853802.8996166 
 01/24  13:00:00,1.15,20.0000000000001,2254550.97364291 
 01/24  14:00:00,1.7375,20.,1937095.04954988 
 01/24  15:00:00,2.3125,20.,1934422.00201308 
 01/24  16:00:00,1.75,20.,2328257.99686352 
 01/24  17:00:00,1.05,20.,2623474.83209579 
 01/24  18:00:00,0.9,19.9999999999999,2011511.02189215 
 01/24  19:00:00,0.7125,20.,1500622.27050441 
 01/24  20:00:00,0.4125,20.,1543528.79182958 
 01/24  21:00:00,0.55,20.,1899722.379114 
 01/24  22:00:00,0.6375,20.,1533505.32685759 
 01/24  23:00:00,0.2875,20.,2038708.40410614 
 01/24  24:00:00,-2.500000000000000E-02,20.,2312524.74094406 
 01/25  01:00:00,8.750000000000001E-02,20.,1670885.94678311 
 01/25  02:00:00,-5.000000000000000E-02,20.,1618661.42306212 
 01/25  03:00:00,0.175,20.,2281413.00376734 
 01/25  04:00:00,0.4,20.,2757036.57447619 
 01/25  05:00:00,0.3375,19.9999999999999,3079527.34129844 
 01/25  06:00:00,0.3,19.9999999999999,3009777.80781682 
 01/25  07:00:00,0.3,20.,3038907.58805049 
 01/25  08:00:00,0.3625,20.,3538426.67561252 
 01/25  09:00:00,0.5875,20.0000000000001,3046092.77507261 
 01/25  10:00:00,0.575,20.,2927415.06580092 
 01/25  11:00:00,0.4375,20.,2789820.46066422 
 01/25  12:00:00,0.4625,20.,3233229.83158841 
 01/25  13:00:00,0.5625,20.,1746741.26311044 
 01/25  14:00:00,0.6625,20.,1028123.27044939 
 01/25  15:00:00,0.5125,20.,471904.798607302 
 01/25  16:00:00,0.525,20.,906599.138172289 
 01/25  17:00:00,0.1625,20.,1839813.32109245 
 01/25  18:00:00,-0.5375,20.0000000000001,2377096.18373495 
 01/25  19:00:00,-0.4875,20.,2587972.96863159 
 01/25  20:00:00,-0.1125,20.0000000000002,2408962.84637685 
 01/25  21:00:00,0.0,20.,1812027.77623417 
 01/25  22:00:00,-0.875,20.0000000000001,1866336.41402038 
 01/25  23:00:00,-2.15,20.,2056649.65324688 
 01/25  24:00:00,-3.0375,20.,2252480.081646 
 01/26  01:00:00,-3.7375,20.,2409438.06839022 
 01/26  02:00:00,-4.4375,20.,2556739.0594088 
 01/26  03:00:00,-4.95,20.,3020200.79733988 
 01/26  04:00:00,-4.725,20.0000000000001,4131508.98575828 
 01/26  05:00:00,-4.5,20.,4215242.15697382 
 01/26  06:00:00,-4.625,20.0000000000001,4238199.83580148 
 01/26  07:00:00,-4.7625,20.,4243640.74028466 
 01/26  08:00:00,-4.8,20.,4236783.68132212 
 01/26  09:00:00,-4.1125,20.0000000000001,4158457.08396943 
 01/26  10:00:00,-3.7,20.,3808988.67730857 
 01/26  11:00:00,-3.075,20.,3429735.21339492 
 01/26  12:00:00,-1.6375,19.9999999999999,3681891.24458978 
 01/26  13:00:00,-0.5625,20.,3071182.36102752 
 01/26  14:00:00,-0.2375,20.,2132820.66846266 
 01/26  15:00:00,5.000000000000000E-02,20.,1402645.43759852 
 01/26  16:00:00,-0.1125,20.,1315508.12904808 
 01/26  17:00:00,-0.8,20.,1616744.21340149 
 01/26  18:00:00,-1.225,20.0000000000002,2525263.80323827 
 01/26  19:00:00,-1.3,20.0000000000002,2715894.56265872 
 01/26  20:00:00,-1.3,20.,2765167.8396355 
 01/26  21:00:00,-1.3625,20.0000000000001,2778685.97227775 
 01/26  22:00:00,-1.2125,20.0000000000001,2052772.96473585 
 01/26  23:00:00,-1.0375,20.0000000000001,1935017.90232516 
 01/26  24:00:00,-1.125,20.,1875950.20914539 
 01/27  01:00:00,-0.95,20.,1856127.90613386 
 01/27  02:00:00,-0.675,20.,1819804.41889122 
 01/27  03:00:00,-0.5375,20.,1950057.25903837 
 01/27  04:00:00,-0.4375,20.0000000000002,2809103.83728669 
 01/27  05:00:00,-0.3375,20.0000000000001,3213178.12475115 
 01/27  06:00:00,-0.55,20.0000000000001,3264348.75546818 
 01/27  07:00:00,-0.7,20.0000000000001,3311145.35772939 
 01/27  08:00:00,-0.825,20.,3849901.83725958 
 01/27  09:00:00,-0.5875,20.,3707481.20622502 
 01/27  10:00:00,-0.275,20.,3314581.57561144 
 01/27  11:00:00,-0.2625,19.9999999999999,3501357.65383291 
 01/27  12:00:00,-5.000000000000000E-02,20.0000000000001,3222005.53116268 
 01/27  13:00:00,0.225,20.0000000000002,2707161.67611488 
 01/27  14:00:00,0.3,20.0000000000002,2146168.63978885 
 01/27  15:00:00,0.3625,20.0000000000001,1435719.62062641 
 01/27  16:00:00,0.3375,20.,1347797.74613996 
 01/27  17:00:00,0.2375,20.,1504498.15153343 
 01/27  18:00:00,0.2,20.,2342805.11579752 
 01/27  19:00:00,0.2625,20.,2429625.87198876 
 01/27  20:00:00,0.1125,20.,1794065.0441039 
 01/27  21:00:00,0.0,20.,1802057.0498992 
 01/27  22:00:00,0.125,20.,1810202.05545241 
 01/27  23:00:00,7.500000000000000E-02,20.,1769525.25815148 
 01/27  24:00:00,0.0,20.0000000000001,1737706.63353282 
 01/28  01:00:00,-0.6875,20.0000000000001,1792510.99304596 
 01/28  02:00:00,-1.2875,20.0000000000001,1947216.30760703 
 01/28  03:00:00,-1.65,20.0000000000001,2398110.58183436 
 01/28  04:00:00,-1.675,20.0000000000001,3348862.10379459 
 01/28  05:00:00,-1.725,20.0000000000001,3620064.46626424 
 01/28  06:00:00,-1.9875,20.0000000000001,3708576.07386084 
 01/28  07:00:00,-2.0375,20.0000000000001,3737866.63991805 
 01/28  08:00:00,-2.3125,20.0000000000001,4080141.79604772 
 01/28  09:00:00,-2.0625,20.0000000000002,3940645.37657823 
 01/28  10:00:00,-1.175,20.0000000000002,3508766.38158866 
 01/28  11:00:00,-0.175,20.,3275231.2685467 
 01/28  12:00:00,1.6375,20.,2185116.31537048 
 01/28  13:00:00,2.8125,20.,758309.666839219 
 01/28  14:00:00,3.4375,20.5299494017936,0.0 
 01/28  15:00:00,3.6375,21.477071099173,0.0 
 01/28  16:00:00,3.85,21.3608537657283,0.0 
 01/28  17:00:00,2.8125,20.3156925128988,332244.178724482 
 01/28  18:00:00,1.225,20.0000000883718,1688832.7902531 
 01/28  19:00:00,0.5125,20.0000000000001,1757237.37265176 
 01/28  20:00:00,0.2125,20.0000000000001,1742736.75384026 
 01/28  21:00:00,0.4125,20.0000000000001,1754692.43797175 
 01/28  22:00:00,1.1625,20.0000000000001,1636586.05524631 
 01/28  23:00:00,1.8125,20.0000000000001,1502541.27287585 
 01/28  24:00:00,2.25,20.0000000000001,1406408.08253051 
 01/29  01:00:00,2.4,20.0000000000001,1488964.27127202 
 01/29  02:00:00,2.275,20.,1421160.80039416 
 01/29  03:00:00,2.1375,20.0000000000001,1601168.56148878 
 01/29  04:00:00,2.0375,20.0000000000002,2798843.22926693 
 01/29  05:00:00,2.,20.0000000000002,2909760.71508608 
 01/29  06:00:00,2.1875,20.0000000000002,2881557.3984577 
 01/29  07:00:00,2.3625,20.0000000000001,2940455.71696298 
 01/29  08:00:00,2.7125,20.0000000000001,2760943.84349831 
 01/29  09:00:00,2.9625,20.0000000000002,2706644.43268332 
 01/29  10:00:00,2.75,20.0000000000002,2992643.00184187 
 01/29  11:00:00,2.9125,20.0000000000002,2938605.1045704 
 01/29  12:00:00,3.1625,20.0000000000002,2631561.05284152 
 01/29  13:00:00,3.325,20.,2228834.23582738 
 01/29  14:00:00,3.65,20.,975049.488997487 
 01/29  15:00:00,4.05,20.3927401269251,58642.0115588637 
 01/29  16:00:00,3.575,20.3798357752289,0.0 
 01/29  17:00:00,3.2,20.0000874017288,903502.974465823 
 01/29  18:00:00,3.2625,20.0000000000072,1768352.13890962 
 01/29  19:00:00,3.55,20.,1883214.1908703 
 01/29  20:00:00,3.2,20.,1903177.51320283 
 01/29  21:00:00,2.9,20.,1634547.4122673 
 01/29  22:00:00,3.025,20.,1241409.30859139 
 01/29  23:00:00,2.85,20.,1208867.6512623 
 01/29  24:00:00,2.3875,20.0000000000001,1401026.16105089 
 01/30  01:00:00,2.2,20.0000000000001,1489318.16526927 
 01/30  02:00:00,2.075,20.,1658062.8816392 
 01/30  03:00:00,2.,20.0000000000001,2208223.39181708 
 01/30  04:00:00,2.1875,20.,2462668.75091117 
 01/30  05:00:00,2.425,20.,2723277.56182157 
 01/30  06:00:00,2.6875,20.,2831540.3826925 
 01/30  07:00:00,2.925,20.,2835595.21421518 
 01/30  08:00:00,3.3125,20.,2778241.93972923 
 01/30  09:00:00,3.625,20.,2009947.12069302 
 01/30  10:00:00,3.6375,20.,2550703.61017162 
 01/30  11:00:00,3.9125,20.,1913919.85765091 
 01/30  12:00:00,4.5375,20.,1027483.58786187 
 01/30  13:00:00,4.8625,20.,751696.301183286 
 01/30  14:00:00,4.9,20.,1380710.25752404 
 01/30  15:00:00,4.7125,20.,1641991.13219319 
 01/30  16:00:00,4.975,20.0000000000001,1443849.74483163 
 01/30  17:00:00,5.0125,20.0000000000001,1434038.61634254 
 01/30  18:00:00,4.9,20.,841456.874669051 
 01/30  19:00:00,5.025,20.,1184133.63831138 
 01/30  20:00:00,4.725,20.,1569665.53127391 
 01/30  21:00:00,4.1875,20.,1489597.04221111 
 01/30  22:00:00,4.0625,20.,1558116.32033989 
 01/30  23:00:00,3.6,20.,1951100.50245393 
 01/30  24:00:00,3.2375,20.,1748781.91689845 
 01/31  01:00:00,3.2625,20.,1194310.06550219 
 01/31  02:00:00,2.925,20.,1882528.26384994 
 01/31  03:00:00,2.5125,19.9999999999999,2474022.49728726 
 01/31  04:00:00,2.2125,20.0000000000001,2796780.40778151 
 01/31  05:00:00,1.975,20.,2826344.11189504 
 01/31  06:00:00,1.9,20.0000000000001,2850775.67068088 
 01/31  07:00:00,2.025,20.,2892608.76258003 
 01/31  08:00:00,2.1,20.,2925513.89070458 
 01/31  09:00:00,2.1625,19.9999999999999,2229046.67936952 
 01/31  10:00:00,2.2625,20.,2200581.47171284 
 01/31  11:00:00,2.6125,20.,2501005.17097826 
 01/31  12:00:00,2.8,20.,2875370.13122094 
 01/31  13:00:00,2.8625,20.0000000000001,2267350.56210522 
 01/31  14:00:00,2.9625,20.0000000000001,1852383.47856466 
 01/31  15:00:00,2.6875,20.0000000000001,2370304.73694011 
 01/31  16:00:00,2.5,20.0000000000001,1876554.47803327 
 01/31  17:00:00,2.4375,20.0000000000001,1886749.67327344 
 01/31  18:00:00,2.275,20.0000000000001,2357026.57685913 
 01/31  19:00:00,2.575,20.,2775590.74325722 
 01/31  20:00:00,2.4875,20.,2281759.83108542 
 01/31  21:00:00,1.8625,20.0000000000001,1965877.30824636 
 01/31  22:00:00,0.9125,20.0000000000001,2062155.61111102 
 01/31  23:00:00,-0.4375,20.0000000000001,2797544.78157131 
 01/31  24:00:00,-2.125,20.,2100928.31807693 
 02/01  01:00:00,-3.925,20.,2367778.79908339 
 02/01  02:00:00,-5.5375,20.,2679481.97127695 
 02/01  03:00:00,-6.725,20.,3459761.67573558 
 02/01  04:00:00,-7.475,20.,3880953.54598122 
 02/01  05:00:00,-7.95,20.,4723376.8075699 
 02/01  06:00:00,-8.35,20.,4883984.45264846 
 02/01  07:00:00,-8.1875,20.0000000000001,4939299.89156034 
 02/01  08:00:00,-7.75,19.9999999999999,5415338.8889354 
 02/01  09:00:00,-7.35,20.0000000000001,5018982.48255706 
 02/01  10:00:00,-6.2625,20.0000000000002,3444261.59693626 
 02/01  11:00:00,-4.45,20.,2154988.67919427 
 02/01  12:00:00,-2.575,20.,1139916.06599129 
 02/01  13:00:00,-1.0875,20.,666036.231932674 
 02/01  14:00:00,0.275,20.,162056.998587418 
 02/01  15:00:00,0.8,20.1846055692899,35344.0989259195 
 02/01  16:00:00,0.4875,20.3716999585372,0.0 
 02/01  17:00:00,-1.45,20.0818296648635,464006.995074131 
 02/01  18:00:00,-2.75,20.0000000231441,2460778.39568479 
 02/01  19:00:00,-2.9,20.0000000000001,2743679.86618098 
 02/01  20:00:00,-3.5875,19.9999999999999,2564290.5243954 
 02/01  21:00:00,-4.125,20.,2658911.70803534 
 02/01  22:00:00,-4.2,20.,2727291.89607213 
 02/01  23:00:00,-4.575,20.,2766127.7384739 
 02/01  24:00:00,-5.55,20.,2854445.87400279 
 02/02  01:00:00,-6.0625,20.,2973406.46126812 
 02/02  02:00:00,-6.0375,20.,3030784.10925639 
 02/02  03:00:00,-6.1875,20.,3740248.21433028 
 02/02  04:00:00,-6.7375,20.,4183144.03796185 
 02/02  05:00:00,-7.0625,20.,4630069.98602973 
 02/02  06:00:00,-6.9125,20.0000000000003,4621075.82547834 
 02/02  07:00:00,-6.8,20.0000000000003,4600935.37504908 
 02/02  08:00:00,-7.05,20.0000000000005,5338399.95126132 
 02/02  09:00:00,-6.7625,20.0000000000003,4689169.47016369 
 02/02  10:00:00,-5.6875,20.0000000000001,4039183.83639536 
 02/02  11:00:00,-4.1375,20.0000000000001,2336506.583126 
 02/02  12:00:00,-2.,20.0000000000001,1421338.06951804 
 02/02  13:00:00,-0.6625,20.0000000000001,1130235.20578941 
 02/02  14:00:00,1.0375,20.0098422225036,138981.795419638 
 02/02  15:00:00,2.2125,21.0165005124658,0.0 
 02/02  16:00:00,2.275,21.3283962012026,0.0 
 02/02  17:00:00,0.825,20.3403007433104,197449.760100232 
 02/02  18:00:00,-0.875,20.000009611236,1870763.0460023 
 02/02  19:00:00,-1.5875,20.0000000000081,2137597.81478311 
 02/02  20:00:00,-2.0125,20.0000000000001,2201095.35235091 
 02/02  21:00:00,-2.575,20.,2335959.39459968 
 02/02  22:00:00,-3.3625,20.,2460716.71769855 
 02/02  23:00:00,-4.1375,20.,2583451.72740637 
 02/02  24:00:00,-4.775,20.0000000000001,2698818.58853879 
 02/03  01:00:00,-5.5625,20.,2811403.35172917 
 02/03  02:00:00,-5.9625,20.0000000000001,2920787.69427894 
 02/03  03:00:00,-6.25,19.9999999999999,3319222.63731812 
 02/03  04:00:00,-6.5875,20.,4454536.36251996 
 02/03  05:00:00,-6.8875,20.,4584170.88139704 
 02/03  06:00:00,-7.1875,20.,4658433.67834031 
 02/03  07:00:00,-7.55,20.,4708586.94594722 
 02/03  08:00:00,-7.825,20.,4760973.95876689 
 02/03  09:00:00,-7.9,20.,4576741.49312944 
 02/03  10:00:00,-7.5875,20.,3479269.49190714 
 02/03  11:00:00,-6.775,20.,1978735.02813311 
 02/03  12:00:00,-5.4,20.0000000000001,1716856.13761128 
 02/03  13:00:00,-3.9875,20.,988389.559273735 
 02/03  14:00:00,-2.625,20.1840789163454,151015.920906674 
 02/03  15:00:00,-1.7875,20.9425664598553,0.0 
 02/03  16:00:00,-1.475,21.4769412419451,0.0 
 02/03  17:00:00,-2.2125,20.2091418673248,693863.021502229 
 02/03  18:00:00,-1.825,20.0000000000032,2202723.12885488 
 02/03  19:00:00,-1.425,20.0000000000001,2127180.34186305 
 02/03  20:00:00,-1.4375,20.0000000000001,2001895.31148447 
 02/03  21:00:00,-1.2125,20.0000000000002,2014427.46733782 
 02/03  22:00:00,-1.0375,20.0000000000001,2204922.26780731 
 02/03  23:00:00,-0.8125,20.0000000000002,2236638.34247953 
 02/03  24:00:00,-0.5125,20.,2028875.1338106 
 02/04  01:00:00,-0.275,20.,1862653.90969001 
 02/04  02:00:00,-7.500000000000000E-02,20.,1814617.66137663 
 02/04  03:00:00,0.25,20.,1786338.25882301 
 02/04  04:00:00,0.4625,20.,3161308.29790879 
 02/04  05:00:00,0.4375,20.,3220876.28715021 
 02/04  06:00:00,0.525,20.,3217716.48992544 
 02/04  07:00:00,0.35,20.,3219670.27014787 
 02/04  08:00:00,0.2625,20.,3750662.04864988 
 02/04  09:00:00,0.425,20.0000000000002,3898330.93166544 
 02/04  10:00:00,0.5625,20.0000000000002,3737238.62873355 
 02/04  11:00:00,0.725,20.0000000000001,3172846.7600786 
 02/04  12:00:00,0.925,20.0000000000001,3260055.04595524 
 02/04  13:00:00,1.125,20.0000000000001,2422255.4255103 
 02/04  14:00:00,1.2,20.0000000000001,1282498.77271624 
 02/04  15:00:00,1.2625,20.,944520.069291049 
 02/04  16:00:00,1.3,20.0000000000001,1085418.89035354 
 02/04  17:00:00,1.2375,20.0000000000001,1275012.91710894 
 02/04  18:00:00,1.2,20.0000000000001,1419724.15848133 
 02/04  19:00:00,1.2625,20.0000000000001,1640512.18295761 
 02/04  20:00:00,1.2375,20.0000000000001,2211554.79761849 
 02/04  21:00:00,1.2625,20.0000000000001,1907543.88383875 
 02/04  22:00:00,1.2375,20.0000000000001,1526154.43276787 
 02/04  23:00:00,1.2625,20.0000000000001,1505828.95382693 
 02/04  24:00:00,1.425,20.0000000000001,1490143.05160999 
 02/05  01:00:00,1.375,20.0000000000001,1476617.83921488 
 02/05  02:00:00,1.3,20.0000000000001,1481362.16364896 
 02/05  03:00:00,1.3,20.,1655685.71060579 
 02/05  04:00:00,1.425,20.,2191193.2308191 
 02/05  05:00:00,1.5,20.,2539643.7890618 
 02/05  06:00:00,1.625,20.,2938749.32121055 
 02/05  07:00:00,1.8875,20.,2966415.38482996 
 02/05  08:00:00,2.0625,20.,3640653.70769254 
 02/05  09:00:00,2.35,20.,3589080.08052036 
 02/05  10:00:00,2.5,20.0000000000002,2739710.12665139 
 02/05  11:00:00,2.75,20.0000000000002,2996647.39351441 
 02/05  12:00:00,3.025,20.0000000000002,2984811.35095444 
 02/05  13:00:00,3.225,20.0000000000001,2157332.52800841 
 02/05  14:00:00,3.55,20.0000000000001,1542681.39019305 
 02/05  15:00:00,3.575,20.,659480.212264795 
 02/05  16:00:00,3.5,20.0000000000001,1083181.05998743 
 02/05  17:00:00,3.375,20.,1645132.15412756 
 02/05  18:00:00,3.3625,20.0000000000001,1810232.91124342 
 02/05  19:00:00,3.65,20.,1682698.85885547 
 02/05  20:00:00,3.9875,20.,1651483.04917398 
 02/05  21:00:00,4.1,20.,1086334.34246504 
 02/05  22:00:00,4.1625,20.,1045008.91558218 
 02/05  23:00:00,4.2,20.,1027107.19949258 
 02/05  24:00:00,4.2,20.0000000000001,1016642.65214314 
 02/06  01:00:00,4.0125,20.0000000000001,1031808.94027767 
 02/06  02:00:00,3.7125,20.,1545300.67057216 
 02/06  03:00:00,3.475,20.,2007540.54866096 
 02/06  04:00:00,3.4625,20.,2035538.94834264 
 02/06  05:00:00,3.5625,20.0000000000001,2036528.80779942 
 02/06  06:00:00,3.5375,20.,2276490.59059679 
 02/06  07:00:00,3.4375,20.,2683481.14463799 
 02/06  08:00:00,3.5875,20.,2762391.64636174 
 02/06  09:00:00,4.0125,20.0000000000001,2641319.66530519 
 02/06  10:00:00,4.6375,20.,2484808.62110269 
 02/06  11:00:00,5.0875,19.9999999999999,3022304.51687515 
 02/06  12:00:00,5.2625,20.,2095220.63851672 
 02/06  13:00:00,5.425,20.0000000000001,2125725.87257383 
 02/06  14:00:00,5.6875,20.,2096326.1916072 
 02/06  15:00:00,5.9875,20.0000000000001,1790929.60089832 
 02/06  16:00:00,6.35,20.,2302326.08423794 
 02/06  17:00:00,6.625,20.0000000000001,2286618.71562767 
 02/06  18:00:00,6.95,20.,1723354.9162109 
 02/06  19:00:00,6.9125,19.9999999999999,1000797.04143579 
 02/06  20:00:00,6.4875,19.9999999999999,1356890.6461492 
 02/06  21:00:00,6.3,19.9999999999999,1548294.30585461 
